id,date,time
1000,2023-10-06,2:14

1001,2023-10-06,7:42

1002,2023-10-06,7:1

1003,2023-10-06,7:42

1004,2023-10-06,7:30

1005,2023-10-06,7:29

1006,2023-10-06,7:57

1007,2023-10-06,7:59

1008,2023-10-06,7:24

1009,2023-10-06,7:6

1010,2023-10-06,7:11

1011,2023-10-06,7:52

1012,2023-10-06,7:55

1013,2023-10-06,7:4

1014,2023-10-06,7:26

1015,2023-10-06,7:48

1016,2023-10-06,7:18

1017,2023-10-06,7:11

1018,2023-10-06,7:53

1019,2023-10-06,7:49

1020,2023-10-06,7:46

1021,2023-10-06,7:34

1022,2023-10-06,7:48

1023,2023-10-06,7:13

1024,2023-10-06,7:8

1025,2023-10-06,7:56

1026,2023-10-06,7:22

1027,2023-10-06,7:44

1028,2023-10-06,7:37

1029,2023-10-06,7:10

1030,2023-10-06,7:2

1031,2023-10-06,7:10

1032,2023-10-06,7:39

1033,2023-10-06,7:60

1034,2023-10-06,7:45

1035,2023-10-06,7:36

1036,2023-10-06,7:22

1037,2023-10-06,7:6

1038,2023-10-06,7:59

1039,2023-10-06,7:43

1040,2023-10-06,7:18

1041,2023-10-06,7:7

1042,2023-10-06,7:49

1043,2023-10-06,7:43

1044,2023-10-06,7:46

1045,2023-10-06,7:12

1046,2023-10-06,7:42

1047,2023-10-06,7:43

1048,2023-10-06,7:42

1049,2023-10-06,7:8

1050,2023-10-06,9:30

1051,2023-10-06,9:38

1052,2023-10-06,9:17

1053,2023-10-06,9:58

1054,2023-10-06,9:31

1055,2023-10-06,9:0

1056,2023-10-06,9:58

1057,2023-10-06,9:57

1058,2023-10-06,9:33

1059,2023-10-06,9:10

1060,2023-10-06,9:19

1061,2023-10-06,9:5

1062,2023-10-06,9:46

1063,2023-10-06,9:37

1064,2023-10-06,9:26

1065,2023-10-06,9:19

1066,2023-10-06,9:35

1067,2023-10-06,9:8

1068,2023-10-06,9:6

1069,2023-10-06,9:57

1070,2023-10-06,9:17
